TXNAME	TXSYMBOL
FBtr0304258	mir-2498-RB
FBtr0304261	mir-2495-RM
FBtr0304262	mir-2495-RA
FBtr0304263	mir-2495-RB
FBtr0304264	mir-929-RM
FBtr0472809	mir-929-RB
FBtr0304265	mir-929-RA
FBtr0304266	mir-989-RM
FBtr0472804	mir-989-RB
FBtr0304267	mir-989-RA
FBtr0304268	mir-974-RM
FBtr0472787	mir-974-RB
FBtr0304269	mir-974-RA
FBtr0304277	mir-987-RM
FBtr0472802	mir-987-RB
FBtr0304278	mir-987-RA
FBtr0304281	mir-971-RM
FBtr0472784	mir-971-RB
FBtr0304282	mir-971-RA
FBtr0304283	mir-994-RM
FBtr0472811	mir-994-RB
FBtr0304284	mir-994-RA
FBtr0304292	mir-991-RM
FBtr0472807	mir-991-RB
FBtr0304293	mir-991-RA
FBtr0304294	mir-975-RM
FBtr0472788	mir-975-RB
FBtr0304295	mir-975-RA
FBtr0304304	mir-2494-RM
FBtr0304305	mir-2494-RA
FBtr0304306	mir-2494-RB
FBtr0304309	mir-983-1-RM
FBtr0472796	mir-983-1-RB
FBtr0304310	mir-983-1-RA
FBtr0304313	mir-2491-RM
FBtr0472830	mir-2491-RB
FBtr0304314	mir-2491-RA
FBtr0304317	mir-961-RM
FBtr0472772	mir-961-RB
FBtr0304318	mir-961-RA
FBtr0304325	mir-964-RM
FBtr0472775	mir-964-RB
FBtr0304326	mir-964-RA
FBtr0304337	mir-958-RM
FBtr0472768	mir-958-RB
FBtr0304338	mir-958-RA
FBtr0304341	mir-977-RM
FBtr0472790	mir-977-RB
FBtr0304342	mir-977-RA
FBtr0304343	mir-965-RM
FBtr0472777	mir-965-RB
FBtr0304344	mir-965-RA
FBtr0304351	mir-959-RM
FBtr0472770	mir-959-RB
FBtr0304352	mir-959-RA
FBtr0304359	mir-2282-RM
FBtr0304360	mir-2282-RA
FBtr0304365	mir-969-RM
FBtr0472782	mir-969-RB
FBtr0304366	mir-969-RA
FBtr0304371	mir-980-RM
FBtr0472793	mir-980-RB
FBtr0304372	mir-980-RA
FBtr0304378	mir-955-RM
FBtr0472763	mir-955-RB
FBtr0304379	mir-955-RA
FBtr0304385	mir-1002-RM
FBtr0472780	mir-1002-RB
FBtr0304386	mir-1002-RA
FBtr0304391	mir-2280-RM
FBtr0304392	mir-2280-RA
FBtr0304393	mir-2280-RB
FBtr0304400	mir-983-2-RM
FBtr0472797	mir-983-2-RB
FBtr0304401	mir-983-2-RA
FBtr0304406	mir-984-RM
FBtr0472798	mir-984-RB
FBtr0304407	mir-984-RA
FBtr0304408	mir-985-RM
FBtr0472800	mir-985-RB
FBtr0304409	mir-985-RA
FBtr0304414	mir-1001-RM
FBtr0472817	mir-1001-RB
FBtr0304415	mir-1001-RA
FBtr0304422	mir-iab-8-RM
FBtr0304423	mir-iab-8-RA
FBtr0304424	mir-iab-8-RB
FBtr0304425	mir-956-RM
FBtr0472766	mir-956-RB
FBtr0304426	mir-956-RA
FBtr0304429	mir-2490-RM
FBtr0472829	mir-2490-RB
FBtr0304430	mir-2490-RA
FBtr0304438	mir-2496-RM
FBtr0304439	mir-2496-RA
FBtr0304440	mir-2496-RB
FBtr0304446	mir-988-RM
FBtr0472803	mir-988-RB
FBtr0304447	mir-988-RA
FBtr0304448	mir-979-RM
FBtr0472792	mir-979-RB
FBtr0304449	mir-979-RA
FBtr0304450	mir-954-RM
FBtr0472762	mir-954-RB
FBtr0304451	mir-954-RA
FBtr0304460	mir-990-RM
FBtr0472806	mir-990-RB
FBtr0304461	mir-990-RA
FBtr0304474	mir-978-RM
FBtr0472791	mir-978-RB
FBtr0304475	mir-978-RA
FBtr0304476	mir-2493-RM
FBtr0304477	mir-2493-RA
FBtr0304478	mir-2493-RB
FBtr0304479	mir-986-RM
FBtr0472801	mir-986-RB
FBtr0304480	mir-986-RA
FBtr0304481	mir-966-RM
FBtr0472778	mir-966-RB
FBtr0304482	mir-966-RA
FBtr0304485	mir-1000-RM
FBtr0472816	mir-1000-RB
FBtr0304486	mir-1000-RA
FBtr0304489	mir-960-RM
FBtr0472771	mir-960-RB
FBtr0304490	mir-960-RA
FBtr0304493	mir-252-RM
FBtr0472813	mir-252-RB
FBtr0304494	mir-252-RA
FBtr0304501	mir-2281-RM
FBtr0304502	mir-2281-RA
FBtr0304503	mir-2281-RB
FBtr0304508	mir-193-RM
FBtr0472765	mir-193-RB
FBtr0304509	mir-193-RA
FBtr0304510	mir-999-RM
FBtr0472815	mir-999-RB
FBtr0304511	mir-999-RA
FBtr0304512	mir-968-RM
FBtr0472781	mir-968-RB
FBtr0304513	mir-968-RA
FBtr0304514	mir-963-RM
FBtr0472774	mir-963-RB
FBtr0304515	mir-963-RA
FBtr0304516	mir-992-RM
FBtr0472808	mir-992-RB
FBtr0304517	mir-992-RA
FBtr0304518	mir-2492-RM
FBtr0472831	mir-2492-RB
FBtr0304519	mir-2492-RA
FBtr0304525	mir-2499-RM
FBtr0304526	mir-2499-RA
FBtr0304527	mir-2499-RB
FBtr0304528	mir-982-RM
FBtr0472795	mir-982-RB
FBtr0304529	mir-982-RA
FBtr0304532	mir-976-RM
FBtr0472789	mir-976-RB
FBtr0304533	mir-976-RA
FBtr0304634	CG43049-RA
FBtr0304635	CG43049-RB
FBtr0304630	CG43050-RA
FBtr0475221	CG43051-RB
FBtr0304632	CG43052-RB
FBtr0343811	lncRNA:CR43053-RB
FBtr0304636	CG43054-RA
FBtr0304637	CG43055-RA
FBtr0304638	CG43056-RA
FBtr0304640	CG43057-RA
FBtr0332368	CG43057-RB
FBtr0304641	CG43058-RA
FBtr0304642	CG43059-RA
FBtr0304643	CG43060-RA
FBtr0304644	CG43060-RB
FBtr0304645	CG43061-RA
FBtr0304646	CG43062-RA
FBtr0304647	CG43063-RA
FBtr0304649	CG43064-RA
FBtr0345119	CG43064-RB
FBtr0304169	mir-13b-1-RM
FBtr0472714	mir-13b-1-RB
FBtr0304170	mir-13b-1-RA
FBtr0304174	mir-282-RM
FBtr0472726	mir-282-RB
FBtr0304175	mir-282-RA
FBtr0304178	mir-31b-RM
FBtr0472741	mir-31b-RB
FBtr0304179	mir-31b-RA
FBtr0304180	mir-7-RM
FBtr0472708	mir-7-RB
FBtr0304181	mir-7-RA
FBtr0304186	mir-263b-RM
FBtr0472738	mir-263b-RB
FBtr0304187	mir-263b-RA
FBtr0304194	mir-3-RM
FBtr0472704	mir-3-RB
FBtr0304195	mir-3-RA
FBtr0304196	mir-9a-RM
FBtr0472710	mir-9a-RB
FBtr0304197	mir-9a-RA
FBtr0304201	mir-2b-1-RM
FBtr0472703	mir-2b-1-RB
FBtr0304202	mir-2b-1-RA
FBtr0304205	mir-1005-RM
FBtr0304206	mir-1005-RA
FBtr0304210	mir-219-RM
FBtr0472720	mir-219-RB
FBtr0304211	mir-219-RA
FBtr0304215	mir-2a-1-RM
FBtr0472702	mir-2a-1-RB
FBtr0304216	mir-2a-1-RA
FBtr0304217	mir-317-RM
FBtr0472759	mir-317-RB
FBtr0304218	mir-317-RA
FBtr0304221	mir-1012-RM
FBtr0472824	mir-1012-RB
FBtr0304222	mir-1012-RA
FBtr0304223	mir-309-RM
FBtr0472751	mir-309-RB
FBtr0304224	mir-309-RA
FBtr0304225	mir-276b-RM
FBtr0304226	mir-276b-RA
FBtr0304227	mir-276b-RB
FBtr0304228	mir-1010-RM
FBtr0472823	mir-1010-RB
FBtr0304229	mir-1010-RA
FBtr0304230	mir-284-RM
FBtr0472728	mir-284-RB
FBtr0304231	mir-284-RA
FBtr0304236	mir-1014-RM
FBtr0472825	mir-1014-RB
FBtr0304237	mir-1014-RA
FBtr0304245	mir-307a-RM
FBtr0472748	mir-307a-RB
FBtr0304246	mir-307a-RA
FBtr0304247	mir-306-RM
FBtr0304248	mir-306-RA
FBtr0304249	mir-306-RB
FBtr0304250	mir-190-RM
FBtr0472764	mir-190-RB
FBtr0304251	mir-190-RA
FBtr0304252	mir-92b-RM
FBtr0472735	mir-92b-RB
FBtr0304253	mir-92b-RA
FBtr0304259	mir-1017-RM
FBtr0304260	mir-1017-RA
FBtr0304270	mir-303-RM
FBtr0472740	mir-303-RB
FBtr0304271	mir-303-RA
FBtr0304272	mir-184-RM
FBtr0304273	mir-184-RA
FBtr0304274	mir-184-RB
FBtr0304275	mir-1004-RM
FBtr0472819	mir-1004-RB
FBtr0304276	mir-1004-RA
FBtr0304279	mir-33-RM
FBtr0472725	mir-33-RB
FBtr0304280	mir-33-RA
FBtr0304288	mir-12-RM
FBtr0472712	mir-12-RB
FBtr0304289	mir-12-RA
FBtr0304290	mir-314-RM
FBtr0472756	mir-314-RB
FBtr0304291	mir-314-RA
FBtr0304296	mir-2c-RM
FBtr0472761	mir-2c-RB
FBtr0304297	mir-2c-RA
FBtr0304298	mir-124-RM
FBtr0472730	mir-124-RB
FBtr0304299	mir-124-RA
FBtr0304302	mir-287-RM
FBtr0304303	mir-287-RA
FBtr0304307	mir-285-RM
FBtr0472733	mir-285-RB
FBtr0304308	mir-285-RA
FBtr0304311	mir-311-RM
FBtr0472753	mir-311-RB
FBtr0304312	mir-311-RA
FBtr0304315	mir-278-RM
FBtr0472722	mir-278-RB
FBtr0304316	mir-278-RA
FBtr0304319	mir-996-RM
FBtr0472812	mir-996-RB
FBtr0304320	mir-996-RA
FBtr0304321	mir-998-RM
FBtr0472814	mir-998-RB
FBtr0304322	mir-998-RA
FBtr0304323	mir-let7-RM
FBtr0472746	mir-let7-RB
FBtr0304324	mir-let7-RA
FBtr0304327	mir-308-RM
FBtr0472749	mir-308-RB
FBtr0304328	mir-308-RA
FBtr0304329	mir-5-RM
FBtr0472706	mir-5-RB
FBtr0304330	mir-5-RA
FBtr0304331	mir-304-RM
FBtr0472742	mir-304-RB
FBtr0304332	mir-304-RA
FBtr0304333	mir-6-2-RM
FBtr0309748	mir-6-2-RB
FBtr0304334	mir-6-2-RA
FBtr0304335	mir-92a-RM
FBtr0472719	mir-92a-RB
FBtr0304336	mir-92a-RA
FBtr0304339	mir-1008-RM
FBtr0472822	mir-1008-RB
FBtr0304340	mir-1008-RA
FBtr0304345	mir-9b-RM
FBtr0472745	mir-9b-RB
FBtr0304346	mir-9b-RA
FBtr0304347	mir-4-RM
FBtr0472705	mir-4-RB
FBtr0304348	mir-4-RA
FBtr0304349	mir-289-RM
FBtr0304350	mir-289-RA
FBtr0304353	mir-31a-RM
FBtr0472750	mir-31a-RB
FBtr0304354	mir-31a-RA
FBtr0304355	mir-316-RM
FBtr0472758	mir-316-RB
FBtr0304356	mir-316-RA
FBtr0304357	mir-6-3-RM
FBtr0309744	mir-6-3-RB
FBtr0304358	mir-6-3-RA
FBtr0304361	mir-277-RM
FBtr0472721	mir-277-RB
FBtr0304362	mir-277-RA
FBtr0304367	mir-318-RM
FBtr0472760	mir-318-RB
FBtr0304368	mir-318-RA
FBtr0304369	mir-13b-2-RM
FBtr0309746	mir-13b-2-RB
FBtr0304370	mir-13b-2-RA
FBtr0304373	mir-1011-RM
FBtr0304374	mir-1011-RA
FBtr0304380	mir-10-RM
FBtr0304381	mir-10-RA
FBtr0304382	mir-10-RB
FBtr0304383	mir-288-RM
FBtr0304384	mir-288-RA
FBtr0304387	mir-283-RM
FBtr0472727	mir-283-RB
FBtr0304388	mir-283-RA
FBtr0304389	mir-1016-RM
FBtr0472826	mir-1016-RB
FBtr0304390	mir-1016-RA
FBtr0304394	mir-87-RM
FBtr0472737	mir-87-RB
FBtr0304395	mir-87-RA
FBtr0304396	mir-13a-RM
FBtr0472713	mir-13a-RB
FBtr0304397	mir-13a-RA
FBtr0304398	mir-9c-RM
FBtr0472744	mir-9c-RB
FBtr0304399	mir-9c-RA
FBtr0304402	mir-1003-RM
FBtr0472818	mir-1003-RB
FBtr0304403	mir-1003-RA
FBtr0304404	mir-8-RM
FBtr0472709	mir-8-RB
FBtr0304405	mir-8-RA
FBtr0304410	mir-210-RM
FBtr0472732	mir-210-RB
FBtr0304411	mir-210-RA
FBtr0304412	mir-11-RM
FBtr0472711	mir-11-RB
FBtr0304413	mir-11-RA
FBtr0304416	mir-1009-RM
FBtr0304417	mir-1009-RA
FBtr0304418	mir-310-RM
FBtr0472752	mir-310-RB
FBtr0304419	mir-310-RA
FBtr0304420	mir-274-RM
FBtr0472717	mir-274-RB
FBtr0304421	mir-274-RA
FBtr0304427	mir-1006-RM
FBtr0472820	mir-1006-RB
FBtr0304428	mir-1006-RA
FBtr0304434	mir-280-RM
FBtr0304435	mir-280-RA
FBtr0304436	mir-313-RM
FBtr0472755	mir-313-RB
FBtr0304437	mir-313-RA
FBtr0304441	mir-2501-RM
FBtr0304442	mir-2501-RA
FBtr0304443	mir-2501-RB
FBtr0304444	mir-286-RM
FBtr0472736	mir-286-RB
FBtr0304445	mir-286-RA
FBtr0304452	mir-1013-RM
FBtr0304453	mir-1013-RA
FBtr0304454	mir-133-RM
FBtr0472723	mir-133-RB
FBtr0304455	mir-133-RA
FBtr0304456	mir-137-RM
FBtr0472805	mir-137-RB
FBtr0304457	mir-137-RA
FBtr0304458	mir-14-RM
FBtr0472715	mir-14-RB
FBtr0304459	mir-14-RA
FBtr0304462	mir-279-RM
FBtr0472724	mir-279-RB
FBtr0304463	mir-279-RA
FBtr0304464	mir-2b-2-RM
FBtr0309745	mir-2b-2-RB
FBtr0304465	mir-2b-2-RA
FBtr0304466	mir-312-RM
FBtr0472754	mir-312-RB
FBtr0304467	mir-312-RA
FBtr0304468	mir-ban-RM
FBtr0472739	mir-ban-RB
FBtr0304469	mir-ban-RA
FBtr0304470	mir-79-RM
FBtr0472731	mir-79-RB
FBtr0304471	mir-79-RA
FBtr0304472	mir-275-RM
FBtr0472718	mir-275-RB
FBtr0304473	mir-275-RA
FBtr0304483	mir-1007-RM
FBtr0472821	mir-1007-RB
FBtr0304484	mir-1007-RA
FBtr0304487	mir-1-RM
FBtr0472701	mir-1-RB
FBtr0304488	mir-1-RA
FBtr0304491	mir-125-RM
FBtr0472747	mir-125-RB
FBtr0304492	mir-125-RA
FBtr0304495	mir-1015-RM
FBtr0304496	mir-1015-RA
FBtr0304497	mir-305-RM
FBtr0472743	mir-305-RB
FBtr0304498	mir-305-RA
FBtr0304499	mir-34-RM
FBtr0472729	mir-34-RB
FBtr0304500	mir-34-RA
FBtr0304504	mir-2a-2-RM
FBtr0309747	mir-2a-2-RB
FBtr0304505	mir-2a-2-RA
FBtr0304506	mir-315-RM
FBtr0472757	mir-315-RB
FBtr0304507	mir-315-RA
FBtr0304520	mir-iab-4-RM
FBtr0304521	mir-iab-4-RA
FBtr0304522	mir-iab-4-RB
FBtr0304523	mir-100-RM
FBtr0472734	mir-100-RB
FBtr0304524	mir-100-RA
FBtr0304530	mir-6-1-RM
FBtr0472707	mir-6-1-RB
FBtr0304531	mir-6-1-RA
FBtr0079052	Scox-RA
FBtr0085059	Tl-RB
FBtr0330154	Tl-RC
FBtr0330155	Tl-RD
FBtr0304856	bru2-RE
FBtr0304858	bru2-RA
FBtr0304859	bru2-RD
FBtr0304860	bru2-RF
FBtr0304861	bru2-RH
FBtr0304862	bru2-RG
FBtr0304863	bru2-RI
FBtr0304864	bru2-RJ
FBtr0332232	bru2-RK
FBtr0332233	bru2-RL
FBtr0332234	bru2-RM
FBtr0304865	CG43066-RA
FBtr0304867	CG43066-RC
FBtr0329937	FoxP-RD
FBtr0304869	FoxP-RC
FBtr0433516	FoxP-RE
FBtr0304816	CG43068-RA
FBtr0304817	CG43069-RA
FBtr0304818	CG43070-RA
FBtr0344890	CG43070-RB
FBtr0307055	CG43071-RB
FBtr0340446	CG43071-RC
FBtr0304821	CG43072-RA
FBtr0433493	Rbp-RK
FBtr0433494	Rbp-RL
FBtr0433495	Rbp-RM
FBtr0433496	Rbp-RN
FBtr0433497	Rbp-RO
FBtr0304826	Rbp-RF
FBtr0304827	Rbp-RG
FBtr0333832	Rbp-RI
FBtr0333833	Rbp-RJ
FBtr0304829	CG43074-RA
FBtr0304838	CG43075-RA
FBtr0304837	CG43076-RA
FBtr0304841	CG43077-RA
FBtr0340707	CG43078-RN
FBtr0304807	CG43078-RA
FBtr0304808	CG43078-RC
FBtr0304809	CG43078-RB
FBtr0304810	CG43078-RD
FBtr0304811	CG43078-RE
FBtr0304812	CG43078-RG
FBtr0304813	CG43078-RH
FBtr0304814	CG43078-RI
FBtr0304815	CG43078-RJ
FBtr0333111	CG43078-RK
FBtr0333112	CG43078-RL
FBtr0333113	CG43078-RM
FBtr0304830	nrm-RA
FBtr0304831	nrm-RB
FBtr0304833	nrm-RE
FBtr0304834	nrm-RF
FBtr0304836	nrm-RH
FBtr0333221	nrm-RI
FBtr0305350	CR43080-RB
FBtr0087341	Vha14-1-RA
FBtr0087070	Vha16-4-RA
FBtr0290022	VhaPPA1-2-RB
FBtr0088587	VhaAC45-RB
FBtr0088588	VhaAC45-RA
FBtr0074952	Trpml-RA
FBtr0074974	Ltn1-RA
FBtr0074921	Rab8-RA
FBtr0308832	Rab8-RB
FBtr0308833	Rab8-RC
FBtr0074919	Mi-2-RA
FBtr0100394	Mi-2-RB
FBtr0302046	Mi-2-RC
FBtr0332152	Mi-2-RD
FBtr0331792	ver-RB
FBtr0075960	ver-RA
FBtr0309859	nsl1-RK
FBtr0309860	nsl1-RL
FBtr0309861	nsl1-RM
FBtr0309862	nsl1-RN
FBtr0309863	nsl1-RO
FBtr0301726	nsl1-RD
FBtr0301730	nsl1-RH
FBtr0301727	nsl1-RE
FBtr0301732	nsl1-RJ
FBtr0301731	nsl1-RI
FBtr0301728	nsl1-RF
FBtr0334592	nsl1-RP
FBtr0304968	CG43082-RA
FBtr0304969	CG43083-RA
FBtr0304970	CG43084-RA
FBtr0304976	CG43085-RA
FBtr0333122	CG43085-RB
FBtr0345000	CR43086-RC
FBtr0331812	CR43086-RB
FBtr0304978	CR43086-RA
FBtr0304979	CR43087-RA
FBtr0345859	CR43087-RB
FBtr0304873	CG43088-RA
FBtr0340708	CG43089-RC
FBtr0308636	CG43089-RB
FBtr0304876	CG43090-RA
FBtr0304881	CG43091-RA
FBtr0304880	CG43092-RA
FBtr0304879	CG43093-RA
FBtr0304878	CG43094-RA
FBtr0304877	CG43095-RA
FBtr0304882	CR43096-RA
FBtr0304883	lncRNA:CR43097-RA
FBtr0332244	lncRNA:CR43097-RB
FBtr0304986	CG43098-RA
FBtr0343422	CR43100-RB
FBtr0304888	CG43101-RA
FBtr0083563	Mdh2-RA
FBtr0087170	wcd-RA
FBtr0330032	CG43102-RF
FBtr0344631	CG43102-RG
FBtr0305009	CG43102-RA
FBtr0305010	CG43102-RB
FBtr0305011	CG43102-RC
FBtr0305012	CG43102-RD
FBtr0305013	CG43102-RE
FBtr0304891	CG43103-RA
FBtr0347233	lncRNA:CR43104-RB
FBtr0347234	lncRNA:CR43104-RC
FBtr0306724	CR43105-RC
FBtr0304889	CG43106-RA
FBtr0304890	CG43107-RA
FBtr0304895	CG43108-RA
FBtr0304896	CG43109-RA
FBtr0345650	CG43110-RB
FBtr0304897	CG43110-RA
FBtr0304898	CG43111-RA
FBtr0304907	CG43112-RA
FBtr0339482	CG43114-RB
FBtr0304945	CG43114-RA
FBtr0304946	CG43115-RA
FBtr0305046	CG43116-RA
FBtr0305048	CG43117-RB
FBtr0333948	Sarm-RK
FBtr0304993	Sarm-RD
FBtr0304994	Sarm-RE
FBtr0304995	Sarm-RF
FBtr0304996	Sarm-RG
FBtr0304997	Sarm-RH
FBtr0304998	Sarm-RI
FBtr0304999	Sarm-RJ
FBtr0479895	Sarm-RL
FBtr0304959	CG43120-RA
FBtr0304960	CG43121-RA
FBtr0305026	cic-RA
FBtr0305027	cic-RB
FBtr0305028	cic-RC
FBtr0305029	cic-RD
FBtr0334305	cic-RG
FBtr0334306	cic-RH
FBtr0305124	CG43123-RA
FBtr0305116	CG43124-RA
FBtr0305117	CG43125-RA
FBtr0305199	CG43127-RC
FBtr0305200	CG43127-RD
FBtr0305201	Shab-RA
FBtr0305202	Shab-RB
FBtr0305203	Shab-RC
FBtr0305205	Shab-RH
FBtr0305206	Shab-RI
FBtr0305207	Shab-RK
FBtr0305208	Shab-RJ
FBtr0305209	Shab-RL
FBtr0333898	Shab-RM
FBtr0333899	Shab-RN
FBtr0091804	CheA46a-RA
FBtr0091722	CheA56a-RA
FBtr0301170	mtsh-RD
FBtr0301169	mtsh-RC
FBtr0305257	SmydA-3-RC
FBtr0305258	SmydA-3-RD
FBtr0332027	SmydA-3-RE
FBtr0304118	SmB-RB
FBtr0344597	lncRNA:CR43130-RC
FBtr0344598	lncRNA:CR43130-RD
FBtr0305279	CG43131-RA
FBtr0347271	lncRNA:CR43132-RB
FBtr0305281	CG43133-RA
FBtr0307049	CG43134-RB
FBtr0305282	CG43134-RA
FBtr0305283	CG43135-RA
FBtr0305284	CG43136-RA
FBtr0305285	CG43137-RA
FBtr0305286	CG43138-RA
FBtr0305290	CG43139-RA
FBtr0305291	CG43139-RB
FBtr0305294	pyd-RF
FBtr0305295	pyd-RB
FBtr0310205	pyd-RO
FBtr0305296	pyd-RC
FBtr0305297	pyd-RA
FBtr0305298	pyd-RI
FBtr0305299	pyd-RG
FBtr0305301	pyd-RJ
FBtr0305302	pyd-RK
FBtr0305303	pyd-RL
FBtr0305304	pyd-RM
FBtr0479647	pyd-RP
FBtr0305347	CR43142-RA
FBtr0305351	Nuak-RD
FBtr0305352	Nuak-RA
FBtr0305353	Nuak-RC
FBtr0305354	Nuak-RB
FBtr0305355	Nuak-RE
FBtr0305356	Nuak-RF
FBtr0305357	Nuak-RG
FBtr0337049	Nuak-RH
FBtr0337050	Nuak-RI
FBtr0479807	Nuak-RJ
FBtr0479808	Nuak-RK
FBtr0479809	Nuak-RL
FBtr0479810	Nuak-RM
FBtr0479811	Nuak-RN
FBtr0479812	Nuak-RO
FBtr0479813	Nuak-RP
FBtr0479814	Nuak-RQ
FBtr0072132	DNAlig1-RA
FBtr0342855	lncRNA:CR43144-RD
FBtr0342856	lncRNA:CR43144-RE
FBtr0342857	lncRNA:CR43144-RF
FBtr0305483	CG43145-RA
FBtr0344571	lncRNA:CR43146-RC
FBtr0344572	lncRNA:CR43146-RD
FBtr0305487	CG43147-RB
FBtr0344808	CG43147-RC
FBtr0072836	Tmhs-RB
FBtr0072837	Tmhs-RA
FBtr0309039	lncRNA:CR43148-RB
FBtr0305496	lncRNA:CR43148-RA
FBtr0307043	dati-RC
FBtr0307044	dati-RD
FBtr0089129	dati-RB
FBtr0089128	dati-RA
FBtr0343613	Nup160-RB
FBtr0080199	Nup160-RA
FBtr0331605	Myc-RB
FBtr0070525	Myc-RA
FBtr0305596	CG43149-RA
FBtr0347235	lncRNA:CR43150-RB
FBtr0344639	lncRNA:CR43151-RB
FBtr0309992	asRNA:CR43152-RB
FBtr0305602	CG43153-RA
FBtr0305607	CG43155-RC
FBtr0305610	CG43156-RA
FBtr0305608	lncRNA:CR43157-RA
FBtr0343099	lncRNA:CR43157-RB
FBtr0305612	CR43158-RA
FBtr0305611	asRNA:CR43159-RA
FBtr0305615	asRNA:CR43160-RA
FBtr0070687	fzr-RB
FBtr0070686	fzr-RA
FBtr0332043	Sap130-RF
FBtr0332044	Sap130-RG
FBtr0075927	Sap130-RA
FBtr0075929	Sap130-RC
FBtr0114506	Sap130-RE
FBtr0075928	Sap130-RB
FBtr0076737	Arp3-RA
FBtr0334087	Arp3-RB
FBtr0305663	Skeletor-RB
FBtr0305664	Skeletor-RC
FBtr0305665	Skeletor-RD
FBtr0305666	Skeletor-RE
FBtr0308608	CG43163-RD
FBtr0305700	CG43163-RC
FBtr0305706	CG43165-RA
FBtr0347198	lncRNA:CR43166-RB
FBtr0089500	Pal2-RA
FBtr0301509	Pal2-RD
FBtr0346652	Pal2-RE
FBtr0307164	dtn-RB
FBtr0307165	dtn-RC
FBtr0339696	dtn-RD
FBtr0339697	dtn-RE
FBtr0452090	CG33941-RF
FBtr0330137	mbf1-RE
FBtr0305570	mbf1-RD
FBtr0075393	mbf1-RA
FBtr0075394	mbf1-RB
FBtr0305569	mbf1-RC
FBtr0343995	Src64B-RK
FBtr0100507	Src64B-RE
FBtr0073321	Src64B-RB
FBtr0304990	Src64B-RJ
FBtr0100508	Src64B-RF
FBtr0302594	Src64B-RH
FBtr0304989	Src64B-RI
FBtr0100504	Src64B-RC
FBtr0100505	Src64B-RD
FBtr0343632	eIF4H1-RD
FBtr0343633	eIF4H1-RE
FBtr0074279	eIF4H1-RA
FBtr0074280	eIF4H1-RB
FBtr0074281	eIF4H1-RC
FBtr0086152	Vha16-1-RC
FBtr0086153	Vha16-1-RD
FBtr0086150	Vha16-1-RA
FBtr0086151	Vha16-1-RB
FBtr0333222	mub-RM
FBtr0111017	mub-RD
FBtr0304980	mub-RF
FBtr0078470	mub-RC
FBtr0301364	mub-RE
FBtr0304983	mub-RI
FBtr0304984	mub-RK
FBtr0078468	mub-RA
FBtr0304981	mub-RG
FBtr0304982	mub-RH
FBtr0332736	mub-RL
FBtr0346820	mub-RN
FBtr0343599	norpA-RF
FBtr0100671	norpA-RD
FBtr0100670	norpA-RC
FBtr0070651	norpA-RA
FBtr0070650	norpA-RB
FBtr0301475	norpA-RE
FBtr0087612	AGO1-RC
FBtr0087614	AGO1-RB
FBtr0087613	AGO1-RA
FBtr0305592	AGO1-RD
FBtr0332620	Evi5-RE
FBtr0300733	Evi5-RD
FBtr0300732	Evi5-RC
FBtr0073547	Evi5-RA
FBtr0073546	Evi5-RB
FBtr0309075	lncRNA:CR43126-RB
FBtr0305123	lncRNA:CR43126-RA
FBtr0305586	Fs(2)Ket-RD
FBtr0081392	Fs(2)Ket-RA
FBtr0305584	Fs(2)Ket-RB
FBtr0305585	Fs(2)Ket-RC
FBtr0305587	Fs(2)Ket-RE
FBtr0080050	Mdh1-RA
FBtr0345435	Mdh1-RB
FBtr0305896	CG43167-RA
FBtr0305900	CG43168-RA
FBtr0305902	CG43169-RA
FBtr0305903	CR43170-RA
FBtr0305906	CG43171-RA
FBtr0339457	CG43171-RB
FBtr0346951	CG43171-RC
FBtr0305907	CG43172-RA
FBtr0346509	CG43172-RB
FBtr0346322	CG43175-RB
FBtr0305917	CG43175-RA
FBtr0346756	CR43176-RD
FBtr0081687	twr-RA
FBtr0475130	CR43177-RC
FBtr0339456	CG43178-RB
FBtr0305948	CG43178-RA
FBtr0346950	CG43178-RC
FBtr0306052	CG43179-RA
FBtr0306054	CG43181-RA
FBtr0306055	CG43182-RA
FBtr0306056	CG43183-RA
FBtr0306058	CG43184-RA
FBtr0344574	CG43185-RC
FBtr0344575	CG43185-RD
FBtr0306723	CR43186-RB
FBtr0345656	CG43187-RB
FBtr0306048	CG43187-RA
FBtr0306049	CG43188-RA
FBtr0306061	CG43190-RA
FBtr0306063	CG43191-RA
FBtr0306064	CG43192-RA
FBtr0347238	lncRNA:CR43193-RB
FBtr0346523	hemo-RB
FBtr0306140	hemo-RA
FBtr0306044	CG43195-RA
FBtr0308771	CG43195-RB
FBtr0344657	lncRNA:CR43196-RB
FBtr0306067	CG43198-RA
FBtr0346195	lncRNA:CR43199-RB
FBtr0346196	lncRNA:CR43199-RC
FBtr0306077	CG43200-RA
FBtr0306076	CG43201-RA
FBtr0339458	CG43201-RB
FBtr0306078	BomT1-RA
FBtr0306081	CG43203-RA
FBtr0306082	CG43204-RA
FBtr0306084	UQCR-6.4L-RA
FBtr0306079	CG43207-RA
FBtr0306120	CG43208-RA
FBtr0306121	CG43209-RA
FBtr0346521	CG43210-RC
FBtr0346522	CG43210-RD
FBtr0306142	CG43210-RB
FBtr0306149	CR43211-RA
FBtr0306148	CR43212-RA
FBtr0306147	CR43213-RA
FBtr0306146	CR43214-RA
FBtr0306145	CR43215-RA
FBtr0306144	CR43216-RA
